age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
32,Local-gov,173524.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,47907.0,Bachelors,13,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
34,Local-gov,235396.0,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
35,Local-gov,308901.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
34,Self-emp-not-inc,182237.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
33,Self-emp-not-inc,232618.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,123393.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,118161.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
39,?,176839.0,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Private,136862.0,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,40,Guatemala,<=50K
48,Self-emp-not-inc,138597.0,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,203761.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
21,?,75573.0,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,40,Germany,<=50K
32,?,262749.0,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
50,?,295334.0,Bachelors,13,Married-civ-spouse,?,Husband,Black,Male,0,0,16,United-States,<=50K
24,Private,241951.0,10th,6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
25,Private,204046.0,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,253354.0,11th,7,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
21,?,153659.0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,18,United-States,<=50K
40,State-gov,66692.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,221884.0,Bachelors,13,Never-married,Sales,Own-child,White,Male,7688,0,55,United-States,>50K
27,Private,175262.0,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
55,Private,471758.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,121865.0,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
59,Private,210731.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
43,Private,125457.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
38,?,100147.0,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
37,Private,180339.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
32,Private,92215.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
42,State-gov,267205.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,?,>50K
50,Private,229272.0,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,20,Haiti,<=50K
35,?,338105.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,Ireland,<=50K
31,Private,181828.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
30,Private,112158.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,1974,36,?,<=50K
43,State-gov,233511.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
50,Private,210736.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,154076.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
21,Private,272338.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
42,State-gov,42186.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
42,Private,195075.0,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
37,Private,193165.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,>50K
40,Private,205852.0,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
59,Private,179557.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
50,Private,220269.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,Private,203828.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
44,State-gov,270889.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K
18,Private,86129.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,159522.0,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,594,0,40,United-States,<=50K
67,Private,31621.0,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Local-gov,195147.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,202683.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17,Private,198901.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
44,Private,183390.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,60,United-States,>50K
55,Private,440456.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
41,Private,345874.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
28,Private,110597.0,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,137367.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,1762,37,?,<=50K
25,Private,251854.0,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
51,Private,132749.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,48,United-States,>50K
42,Private,345969.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4650,0,20,United-States,<=50K
30,Private,122493.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
31,Private,243476.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
26,Private,267581.0,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,209301.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Canada,<=50K
63,Private,181132.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,England,<=50K
49,Private,180686.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,50,United-States,<=50K
47,Private,201723.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Private,350387.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
48,Private,209472.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,111625.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
18,Private,114691.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States,<=50K
20,Private,268281.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,171876.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
61,Private,190889.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
18,Private,514033.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
47,State-gov,161599.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Private,44434.0,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
22,Private,222434.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
28,Local-gov,199058.0,Bachelors,13,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,45,United-States,>50K
42,Federal-gov,68268.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
48,Private,339168.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,33983.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
39,Private,168223.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,60186.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
32,Private,117746.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
63,Private,125052.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
46,Private,38795.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,<=50K
21,Private,25005.0,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,92307.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,208881.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,37095.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K
55,Local-gov,343403.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,35,United-States,>50K
24,Private,167832.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,281425.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,279615.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
39,Private,340597.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,101265.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,33379.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,21,United-States,<=50K
33,Federal-gov,121865.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,301199.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,66504.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,218555.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,280699.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Local-gov,158641.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,125000.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,302115.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
29,Private,200928.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,151763.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,80572.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
26,Private,94438.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
21,Private,358609.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,<=50K
60,Self-emp-not-inc,76212.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
28,Private,215596.0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,65,Puerto-Rico,<=50K
37,Self-emp-inc,232618.0,Masters,14,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,146908.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
46,Private,177755.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,>50K
60,Private,212468.0,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K
33,Private,213378.0,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,State-gov,77005.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,15024,0,40,United-States,>50K
29,Private,23363.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States,<=50K
27,State-gov,171876.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,111939.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Self-emp-not-inc,88991.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,England,<=50K
44,Self-emp-not-inc,256335.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,251854.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,188070.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
41,Self-emp-not-inc,273640.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,65,United-States,>50K
46,Self-emp-not-inc,194901.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
42,Self-emp-not-inc,42251.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,124420.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,223881.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
39,Private,172232.0,7th-8th,4,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
20,?,265706.0,11th,7,Never-married,?,Own-child,Black,Female,0,0,45,United-States,<=50K
39,?,362787.0,7th-8th,4,Married-civ-spouse,?,Wife,Black,Female,0,0,40,United-States,<=50K
26,Private,291808.0,10th,6,Never-married,Sales,Own-child,White,Male,594,0,40,United-States,<=50K
38,Private,201487.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
59,Private,110748.0,11th,7,Divorced,Transport-moving,Other-relative,White,Male,0,0,35,United-States,<=50K
23,Private,47353.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,185129.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,?,<=50K
37,Private,331776.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
19,?,461337.0,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
41,State-gov,206051.0,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,12,United-States,<=50K
21,?,56460.0,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K
26,Private,135803.0,Some-college,10,Divorced,Tech-support,Own-child,Other,Female,0,0,45,India,<=50K
42,Private,147655.0,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,345898.0,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,<=50K
19,?,44050.0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
52,Private,218950.0,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,50748.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
40,Private,216924.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
30,Private,396790.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
33,Private,222548.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Private,49298.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,241752.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,185670.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
49,Private,118657.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
42,Private,190040.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
50,Private,25505.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
57,?,219137.0,HS-grad,9,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
32,Private,344025.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,40,United-States,>50K
26,Private,298489.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,55237.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,50,United-States,<=50K
55,Private,58582.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,50,United-States,<=50K
48,Private,200511.0,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,15024,0,40,United-States,>50K
46,Private,264148.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,124963.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,>50K
31,Federal-gov,119098.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
42,Self-emp-inc,362883.0,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,<=50K
36,Private,61299.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
57,State-gov,80940.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
20,Private,58582.0,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,55,United-States,<=50K
47,Private,74024.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,272069.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
